Station Name: DUBLIN AIRPORT
Station Height: 71 M 
Latitude:53.428  ,Longitude: -6.241


date:   -  00 to 00 utc
rain:   -  Precipitation Amount (mm)
maxtp:  -  Maximum Air Temperature (C)	  
mintp:  -  Minimum  Air Temperature (C)
gmin:   -  09utc Grass Minimum Temperature (C)
soil:   -  Mean 10cm Soil Temperature (C)
wdsp:   -  Mean Wind Speed (knot)
hm:     -  Highest ten minute mean wind speed (knot)		                 
ddhm:   -  Wind Direction at max 10 min. mean (deg)                  
hg:     -  Highest Gust (knot)
cbl:    -  Mean CBL Pressure (hpa)
sun:    -  Sunshine duration (hours)
g_rad:  -  Global Radiation (j/cm sq.)
pe:     -  Potential Evapotranspiration (mm)				
evap:   -  Evaporation (mm)						
smd_wd: -  Soil Moisture Deficits(mm) well drained		
smd_md: -  Soil Moisture Deficits(mm) moderately drained	
smd_pd: -  Soil Moisture Deficits(mm) poorly drained 	
ind:    -  Indicator (i)

date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,sun,dos,g_rad,soil,pe,evap,smd_wd,smd_md,smd_pd
04-nov-2021,0,9.6,0,3.2,0,2.4,2,0.0,1011.2,10.5,0,15,0,300,0,21,5.8,0,589,6.600,0.6,0.8,1.7,1.7,-6.9
05-nov-2021,0,11.0,0,6.6,0,4.6,2,0.0,1016.2,7.5,0,15,0,280,0,19,0.2,0,328,8.200,0.6,0.8,2.3,2.3,-6.0
06-nov-2021,0,13.9,0,7.7,0,8.0,0,0.1,1010.2,12.6,0,24,0,280,0,34,0.5,0,311,9.125,0.7,0.9,2.9,2.9,-5.0
07-nov-2021,0,11.0,0,4.4,0,4.9,0,0.0,1012.4,10.5,0,21,0,280,0,31,6.7,0,533,7.600,0.7,0.8,3.5,3.5,-4.1
08-nov-2021,0,16.4,0,6.1,0,0.8,0,2.3,1009.2,7.3,0,13,0,220,0,25,2.2,0,326,9.475,0.7,0.9,1.9,1.9,-5.5
09-nov-2021,0,14.0,0,9.6,0,11.6,0,0.1,1007.8,8.6,0,15,0,270,0,22,2.0,0,274,11.075,0.6,0.8,2.4,2.4,-4.7
10-nov-2021,0,11.6,0,6.9,0,4.3,3,0.0,1011.8,3.9,0,10,0,270,0,13,3.0,0,443,9.975,0.3,0.5,2.7,2.7,-4.2
11-nov-2021,0,14.3,0,3.7,1,-0.7,0,1.1,1003.6,9.1,0,19,0,170,0,29,0.1,0,219,9.850,0.6,0.8,2.1,2.1,-4.6
12-nov-2021,0,13.2,0,10.0,0,9.2,0,0.7,996.5,15.0,0,23,0,280,0,32,0.5,0,232,10.275,0.9,1.1,2.2,2.2,-4.2
13-nov-2021,0,12.3,0,9.6,0,9.0,2,0.0,1007.2,6.1,0,17,0,280,0,23,0.1,0,214,10.275,0.4,0.5,2.6,2.6,-3.6
14-nov-2021,0,14.5,0,6.2,0,3.1,3,0.0,1013.4,2.6,0,5,0,250,0,11,0.6,0,217,10.575,0.3,0.4,2.9,2.9,-3.1
15-nov-2021,0,12.4,0,5.9,0,2.6,0,0.7,1016.1,5.5,0,15,0,330,0,19,1.7,0,279,10.125,0.2,0.3,2.3,2.3,-3.5
16-nov-2021,0,10.9,0,7.4,0,1.8,2,0.0,1010.5,8.0,0,16,0,280,0,25,0.3,0,176,8.775,0.5,0.7,2.9,2.9,-2.8
17-nov-2021,0,10.9,0,6.8,0,5.5,2,0.0,1012.4,9.1,0,15,0,260,0,22,0.2,0,260,7.925,0.6,0.7,3.4,3.4,-2.1
18-nov-2021,0,13.3,0,10.4,0,8.3,2,0.0,1016.1,9.5,0,14,0,250,0,25,0.3,0,209,10.250,0.6,0.7,4.0,4.0,-1.4
19-nov-2021,0,12.3,0,8.9,0,8.3,2,0.0,1018.2,6.5,0,11,0,210,0,18,2.9,0,353,10.150,0.5,0.6,4.4,4.4,-0.9
20-nov-2021,0,11.8,0,2.9,0,7.2,0,0.6,1014.3,8.3,0,14,0,280,0,22,2.9,0,314,9.075,0.2,0.3,4.1,4.1,-1.2
21-nov-2021,0,7.6,0,0.8,0,0.7,3,0.0,1017.5,11.0,0,18,0,350,0,24,7.2,0,468,5.550,0.4,0.5,4.5,4.5,-0.7
22-nov-2021,0,8.0,1,-1.2,1,-4.0,3,0.0,1023.8,6.1,0,9,0,330,0,13,7.4,0,442,4.125,0.2,0.2,4.6,4.6,-0.5
23-nov-2021,0,7.0,1,-0.1,1,-3.5,2,0.0,1023.0,5.9,0,10,0,280,0,13,0.0,0,123,5.150,0.4,0.5,5.0,5.0,-0.1
24-nov-2021,0,7.3,0,1.0,0,1.5,0,0.3,1014.4,8.1,0,17,0,310,0,21,0.2,0,192,5.150,0.3,0.4,4.9,4.9,-0.1
25-nov-2021,0,6.1,0,0.7,1,-1.0,2,0.0,1007.3,10.7,0,16,0,300,0,24,2.6,0,345,3.525,0.4,0.4,5.3,5.3,0.2
26-nov-2021,0,8.0,0,1.6,0,1.8,0,0.3,994.2,19.2,0,28,0,320,0,38,3.5,0,308,4.900,0.5,0.6,5.4,5.4,0.4
27-nov-2021,0,4.8,0,0.2,0,0.1,3,0.0,998.9,16.6,0,26,0,330,0,39,4.6,0,353,2.925,0.8,1.0,6.2,6.2,1.2
28-nov-2021,0,4.8,0,0.3,1,-1.0,2,0.0,1001.4,8.6,0,15,0,280,0,21,0.1,0,170,3.050,0.2,0.3,6.4,6.4,1.5
29-nov-2021,0,9.1,0,1.4,1,-0.8,2,0.0,1004.4,8.8,0,17,0,260,0,26,0.1,0,167,4.950,0.3,0.4,6.7,6.7,1.7
30-nov-2021,0,10.7,0,7.9,0,3.9,0,4.3,995.3,14.4,0,25,0,300,0,35,0.1,0,122,8.050,0.5,0.7,2.9,2.9,-2.1
01-dec-2021,0,8.0,0,1.1,0,4.6,0,0.5,996.8,16.4,0,26,0,300,0,38,2.8,0,241,6.100,0.4,0.5,2.9,2.9,-2.0
02-dec-2021,0,8.0,0,0.9,1,-0.3,0,8.2,1001.1,8.5,0,13,0,290,0,25,2.6,0,291,3.875,0.1,0.1,0.0,-5.2,-10.0
03-dec-2021,0,9.0,0,5.8,0,1.4,0,1.3,990.8,8.0,0,23,0,280,0,33,0.0,0,87,6.125,0.4,0.5,0.0,-0.9,-10.0
04-dec-2021,0,6.0,0,1.6,0,1.3,0,0.1,992.7,16.6,0,23,0,280,0,33,6.1,0,332,4.225,0.4,0.4,0.3,0.3,-9.2
05-dec-2021,0,6.4,1,-0.3,1,-0.5,3,0.0,1003.4,8.7,0,18,0,290,0,21,6.4,0,348,2.775,0.1,0.1,0.4,0.4,-8.6
06-dec-2021,0,7.3,0,1.9,1,-3.7,0,2.4,998.2,10.5,0,17,0,250,0,28,4.8,0,281,3.875,0.2,0.2,0.0,-1.8,-10.0
07-dec-2021,0,8.6,0,1.8,0,1.0,0,10.8,973.5,16.8,0,29,0,180,0,48,2.1,0,242,4.200,0.4,0.5,0.0,-10.0,-10.0
08-dec-2021,0,5.7,0,1.9,0,1.3,0,8.5,975.3,24.4,0,35,0,280,0,50,0.1,0,112,3.875,0.8,1.2,0.0,-7.7,-10.0
09-dec-2021,0,9.3,0,2.5,0,1.2,0,0.2,985.8,10.6,0,21,0,280,0,28,0.1,0,154,4.100,0.4,0.5,0.2,0.2,-9.3
10-dec-2021,0,5.9,0,1.1,0,0.0,2,0.0,993.4,11.8,0,17,0,260,0,25,6.3,0,313,3.300,0.3,0.3,0.5,0.5,-8.5
11-dec-2021,0,12.7,0,5.1,0,0.9,0,1.8,999.4,6.5,0,13,0,270,0,22,0.0,0,92,6.125,0.4,0.5,0.0,-0.9,-9.5
12-dec-2021,0,13.6,0,7.6,0,6.4,0,0.5,1000.0,10.8,0,23,0,190,0,39,0.4,0,168,8.525,0.7,0.8,0.2,0.2,-8.8
13-dec-2021,0,7.9,0,0.4,0,4.5,3,0.0,1007.8,4.0,0,11,0,250,0,17,0.0,0,110,6.300,0.3,0.4,0.5,0.5,-8.1
14-dec-2021,0,9.0,1,-1.4,1,-5.4,3,0.0,1012.0,7.5,0,12,0,220,0,21,6.5,0,328,4.250,0.1,0.1,0.6,0.6,-7.5
15-dec-2021,0,11.2,0,7.3,0,2.9,0,0.0,1017.2,8.5,0,14,0,220,0,24,6.2,0,308,6.075,0.3,0.3,0.9,0.9,-6.9
16-dec-2021,0,11.6,0,5.4,1,-1.4,3,0.0,1025.8,3.8,0,8,0,210,0,12,1.8,0,188,6.200,0.3,0.4,1.2,1.2,-6.3
17-dec-2021,0,9.3,0,5.7,0,6.5,0,0.0,1029.9,7.0,0,10,0,140,0,19,0.0,0,70,6.875,0.6,0.7,1.8,1.8,-5.4
18-dec-2021,0,8.5,0,3.7,0,0.3,3,0.0,1028.0,5.3,0,8,0,90,0,12,0.7,0,148,6.375,0.2,0.3,2.0,2.0,-4.9
19-dec-2021,0,7.5,0,3.3,1,-1.3,3,0.0,1024.1,6.0,0,9,0,70,0,15,0.0,0,98,6.075,0.2,0.3,2.2,2.2,-4.4
20-dec-2021,0,7.2,0,5.7,0,3.6,0,0.0,1018.2,7.1,0,13,0,80,0,18,0.0,0,70,6.425,0.5,0.7,2.7,2.7,-3.7
21-dec-2021,0,6.6,0,4.8,0,5.2,0,0.0,1012.0,9.3,0,17,0,150,0,25,0.0,0,58,5.775,0.8,1.0,3.5,3.5,-2.7
22-dec-2021,0,10.3,0,5.2,0,4.6,0,6.6,1001.3,12.8,0,21,0,160,0,29,0.0,0,50,5.700,0.6,0.8,0.0,-2.5,-8.5
23-dec-2021,0,13.0,0,4.3,0,5.2,2,0.0,991.6,7.4,0,13,0,160,0,22,2.6,0,225,8.125,0.2,0.2,0.2,0.2,-7.9
24-dec-2021,0,9.9,0,1.7,1,-1.4,0,2.2,989.7,7.2,0,15,0,110,0,22,0.0,0,60,6.250,0.3,0.4,0.0,-1.7,-9.4
25-dec-2021,0,8.9,0,6.3,0,2.3,0,20.1,986.9,14.2,0,20,0,120,0,32,0.0,0,20,7.125,0.3,0.5,0.0,-10.0,-10.0
26-dec-2021,0,9.9,0,1.5,0,3.2,0,0.9,985.4,4.6,0,9,0,140,0,16,2.2,0,211,7.350,0.0,0.1,0.0,-0.9,-10.0
27-dec-2021,0,9.1,0,0.1,1,-3.2,0,0.1,979.5,6.5,0,12,0,70,0,17,0.0,0,115,5.575,0.2,0.3,0.1,0.1,-9.4
28-dec-2021,0,8.0,0,3.5,0,3.4,0,10.2,982.4,6.9,0,14,0,280,0,18,2.5,0,231,6.650,0.0,0.0,0.0,-10.0,-10.0
29-dec-2021,0,13.8,0,5.5,0,0.4,0,2.9,984.2,11.5,0,24,0,250,0,41,3.1,0,232,7.350,0.4,0.5,0.0,-2.6,-10.0
30-dec-2021,0,13.5,0,11.3,0,9.3,0,8.2,992.1,7.6,0,14,0,240,0,26,0.0,0,65,9.525,0.4,0.6,0.0,-7.8,-10.0
31-dec-2021,0,14.1,0,10.9,0,10.9,0,0.3,996.3,11.2,0,21,0,170,0,30,1.8,0,189,10.100,0.6,0.6,0.3,0.3,-9.2
01-jan-2022,0,14.8,0,9.7,0,9.7,2,0.0,994.0,14.8,0,24,0,160,0,40,5.3,0,288,9.525,0.9,0.9,1.2,1.2,-7.8
02-jan-2022,0,10.8,0,8.1,0,7.6,0,0.1,992.4,11.7,0,18,0,240,0,32,3.1,0,245,7.525,0.8,0.9,1.9,1.9,-6.7
03-jan-2022,0,9.8,0,2.1,0,6.0,0,1.8,990.9,12.3,0,20,0,10,0,30,4.0,0,256,6.400,0.7,0.8,0.8,0.8,-7.5
04-jan-2022,0,3.8,1,-0.3,1,-0.9,3,0.0,997.5,12.0,0,17,0,300,0,23,5.7,0,307,3.250,0.4,0.4,1.2,1.2,-6.7
05-jan-2022,0,5.3,1,-0.8,1,-1.6,3,0.0,1006.1,8.4,0,14,0,270,0,19,4.6,0,321,1.925,0.4,0.5,1.6,1.6,-6.0
06-jan-2022,0,9.0,1,-0.1,1,-2.4,0,3.5,1000.0,11.2,0,18,0,250,0,31,1.3,0,139,2.900,0.6,0.8,0.0,-1.3,-8.5
07-jan-2022,0,6.8,0,0.3,1,-0.3,0,2.7,997.4,9.2,0,14,0,260,0,24,1.4,998,150,2.275,0.3,0.5,0.0,-2.4,-10.0
08-jan-2022,0,9.5,0,2.1,1,-0.2,0,2.3,990.1,12.6,0,19,0,260,0,30,2.4,0,226,4.825,0.3,0.3,0.0,-2.0,-10.0
09-jan-2022,0,7.4,0,1.6,0,1.0,0,0.2,992.1,9.1,0,13,0,250,0,24,1.9,0,242,3.600,0.3,0.4,0.1,0.1,-9.4
10-jan-2022,0,12.1,0,6.2,0,2.8,0,0.7,1004.3,6.5,0,14,0,260,0,20,0.1,0,204,6.800,0.3,0.4,0.0,-0.3,-9.3
11-jan-2022,0,8.3,0,4.3,0,2.9,0,0.0,1019.5,5.5,0,9,0,270,0,14,5.3,0,316,5.475,0.2,0.3,0.2,0.2,-8.7
12-jan-2022,0,10.1,0,4.0,0,4.4,3,0.0,1028.9,5.5,0,9,0,250,0,15,7.1,0,396,5.025,0.2,0.3,0.4,0.4,-8.0
13-jan-2022,0,6.2,0,2.0,0,0.1,3,0.0,1029.7,4.7,0,11,0,260,0,18,2.0,0,231,3.950,0.3,0.4,0.7,0.7,-7.4
14-jan-2022,0,7.4,1,-1.2,0,2.2,3,0.0,1023.5,3.0,0,8,0,110,0,10,2.5,0,257,4.825,0.1,0.3,0.8,0.8,-6.8
15-jan-2022,0,7.9,1,-2.0,1,-5.3,0,0.2,1013.9,3.8,0,7,0,220,0,11,0.0,0,108,4.225,0.3,0.4,0.9,0.9,-6.4
16-jan-2022,0,7.4,0,0.1,0,3.0,2,0.0,1018.4,8.0,0,13,0,300,0,18,4.3,0,346,4.950,0.2,0.2,1.1,1.1,-5.9
17-jan-2022,0,7.6,1,-3.1,1,-5.7,3,0.0,1027.3,4.0,0,7,0,270,0,10,7.4,0,426,2.575,0.1,0.2,1.2,1.2,-5.5
18-jan-2022,0,9.4,1,-4.0,1,-7.5,2,0.0,1021.4,6.2,0,13,0,210,0,21,1.0,0,237,2.500,0.2,0.3,1.4,1.4,-5.0
19-jan-2022,0,9.6,0,2.6,0,0.8,0,0.4,1020.3,11.1,0,21,0,280,0,34,4.9,0,392,5.500,0.2,0.3,1.3,1.3,-4.9
20-jan-2022,0,6.3,0,0.6,1,-1.0,3,0.0,1028.8,6.7,0,13,0,280,0,15,0.9,0,260,3.375,0.3,0.4,1.5,1.5,-4.4
21-jan-2022,0,6.4,0,4.3,0,0.7,2,0.0,1030.0,6.6,0,12,0,280,0,17,0.0,0,157,4.650,0.6,0.8,2.1,2.1,-3.6
22-jan-2022,0,7.4,0,4.6,0,3.7,2,0.0,1027.1,5.2,0,11,0,270,0,15,0.5,0,190,5.275,0.4,0.5,2.5,2.5,-3.0
23-jan-2022,0,7.2,0,5.1,0,4.7,0,0.0,1022.8,6.2,0,11,0,230,0,19,0.1,0,171,5.325,0.7,0.9,3.3,3.3,-2.1
24-jan-2022,0,8.7,0,0.3,1,-3.0,3,0.0,1021.2,5.1,0,10,0,180,0,14,5.3,0,411,5.050,0.3,0.4,3.6,3.6,-1.7
25-jan-2022,0,7.5,0,3.2,1,-1.9,0,0.0,1022.8,4.0,0,9,0,280,0,12,0.0,0,123,5.025,0.5,0.7,4.1,4.1,-1.1
26-jan-2022,0,10.1,0,4.7,1,-0.1,0,0.2,1018.4,9.0,0,15,0,230,0,27,5.1,0,454,5.300,0.3,0.4,4.2,4.2,-0.9
27-jan-2022,0,10.3,0,3.4,0,6.1,0,1.0,1019.1,9.5,0,15,0,280,0,21,3.5,0,386,7.500,0.2,0.3,3.4,3.4,-1.6
28-jan-2022,0,12.0,0,3.3,1,-0.4,2,0.0,1020.4,9.6,0,20,0,270,0,31,0.5,0,334,6.800,0.5,0.6,3.8,3.8,-1.1
29-jan-2022,0,11.7,0,1.4,0,7.0,0,0.4,1018.9,15.8,0,31,0,290,0,40,2.5,0,406,7.825,0.3,0.5,3.8,3.8,-1.1
30-jan-2022,0,8.8,0,1.6,1,-1.4,0,0.9,1017.5,11.4,0,30,0,290,0,40,1.0,0,282,4.650,0.4,0.6,3.2,3.2,-1.5
31-jan-2022,0,9.0,0,3.9,0,3.1,2,0.0,1016.7,14.3,0,22,0,270,0,34,3.0,0,348,5.200,0.7,1.0,4.0,4.0,-0.7
01-feb-2022,0,10.8,0,8.5,0,4.7,0,0.3,1013.4,18.5,0,25,0,280,0,34,0.1,0,252,7.875,0.7,0.9,4.3,4.3,-0.3
02-feb-2022,0,10.3,0,7.6,0,6.7,2,0.0,1009.5,8.7,0,18,0,270,0,28,0.0,0,179,7.900,0.5,0.7,4.8,4.8,0.2
03-feb-2022,0,11.4,0,4.5,0,7.0,0,3.5,999.3,10.7,0,29,0,280,0,36,4.3,0,448,7.650,0.7,0.8,1.9,1.9,-2.6
04-feb-2022,0,6.6,0,1.6,0,0.9,0,1.0,1002.4,11.8,0,24,0,280,0,33,5.9,0,550,4.850,0.5,0.7,1.4,1.4,-3.0
05-feb-2022,0,9.5,0,2.4,0,1.4,0,4.5,1000.8,14.0,0,20,0,250,0,35,0.0,0,215,4.700,0.6,0.9,0.0,-2.4,-6.7
06-feb-2022,0,9.2,0,3.6,0,4.7,0,3.4,1000.7,16.8,0,31,0,280,0,43,3.9,0,489,5.975,0.7,1.0,0.0,-2.7,-9.1
07-feb-2022,0,11.4,0,3.1,0,0.6,2,0.0,1010.8,9.4,0,16,0,250,0,28,0.8,0,312,6.075,0.6,0.8,0.6,0.6,-8.0
08-feb-2022,0,11.3,0,7.9,0,0.0,0,5.0,1010.2,9.8,0,16,0,270,0,28,0.0,0,233,8.925,0.5,0.7,0.0,-3.9,-10.0
09-feb-2022,0,7.9,0,2.7,0,4.1,0,0.1,1011.0,8.7,0,17,0,270,0,26,3.2,0,506,6.650,0.4,0.6,0.3,0.3,-9.2
10-feb-2022,0,7.0,0,0.9,0,0.9,2,0.0,1014.4,11.9,0,23,0,280,0,29,6.9,0,672,3.800,0.8,1.1,1.2,1.2,-7.9
11-feb-2022,0,8.4,0,0.6,1,-0.4,0,0.2,1013.6,10.9,0,21,0,200,0,34,2.6,0,491,3.425,0.8,1.1,1.7,1.7,-6.9
12-feb-2022,0,11.2,0,7.1,0,3.3,0,0.5,1000.2,12.6,0,20,0,200,0,35,2.4,0,398,6.600,0.9,1.2,2.1,2.1,-6.1
13-feb-2022,0,9.0,0,4.3,0,5.7,0,12.1,985.2,10.0,0,18,0,290,0,27,0.1,0,306,6.625,0.4,0.6,0.0,-9.5,-10.0
14-feb-2022,0,8.3,0,3.3,0,3.8,0,0.5,990.4,14.3,0,26,0,300,0,34,5.0,0,628,5.575,0.9,1.3,0.4,0.4,-9.1
15-feb-2022,0,10.9,0,5.8,0,2.0,0,6.3,986.5,11.8,0,21,0,220,0,35,0.0,0,311,5.625,0.7,1.0,0.0,-5.2,-10.0
16-feb-2022,0,13.5,0,6.3,0,5.8,0,2.4,982.2,18.0,0,29,0,260,0,47,0.8,0,340,8.175,0.9,1.3,0.0,-1.5,-10.0
17-feb-2022,0,7.2,0,3.1,0,2.3,0,5.2,991.5,10.2,0,18,0,260,0,29,1.4,0,463,5.450,0.8,1.0,0.0,-4.4,-10.0
18-feb-2022,0,7.6,0,0.5,1,-1.0,0,5.0,982.3,17.5,0,39,0,300,0,54,2.5,0,479,4.175,0.6,1.0,0.0,-4.4,-10.0
19-feb-2022,0,10.4,0,1.0,1,-0.3,0,12.9,992.9,10.4,0,22,0,300,0,33,0.6,0,423,3.475,0.6,0.9,0.0,-10.0,-10.0
20-feb-2022,0,11.4,0,1.0,0,2.7,0,16.0,985.2,17.7,0,35,0,280,0,52,0.2,0,150,6.825,0.6,1.0,0.0,-10.0,-10.0
21-feb-2022,0,9.8,0,2.6,1,-0.3,0,0.4,999.2,19.1,0,36,0,280,0,50,2.7,0,575,5.500,1.0,1.6,0.6,0.6,-8.9
22-feb-2022,0,10.8,0,5.7,0,5.8,0,3.4,1003.6,14.7,0,30,0,290,0,41,7.8,0,902,7.100,1.1,1.6,0.0,-1.7,-10.0
23-feb-2022,0,11.9,0,3.3,0,4.7,0,1.6,1002.5,14.6,0,24,0,270,0,37,5.7,0,795,5.950,1.4,1.9,0.0,-0.2,-9.7
24-feb-2022,0,6.4,0,0.3,1,-0.4,0,0.8,1000.1,12.2,0,24,0,270,0,38,6.8,0,892,4.175,0.9,1.4,0.1,0.1,-9.1
25-feb-2022,0,10.6,0,2.1,0,0.7,2,0.0,1011.6,9.7,0,15,0,210,0,25,6.0,0,839,4.775,1.1,1.5,1.2,1.2,-7.5
26-feb-2022,0,11.0,0,7.6,0,6.1,2,0.0,1009.8,16.8,0,27,0,180,0,40,0.4,0,402,6.500,1.9,2.5,3.1,3.1,-5.3
27-feb-2022,0,9.2,0,6.7,0,6.1,0,0.3,1004.0,13.9,0,24,0,150,0,32,1.5,0,400,6.225,1.1,1.5,3.8,3.8,-4.3
28-feb-2022,0,9.6,1,-1.1,0,6.5,0,3.1,1009.8,7.3,0,17,0,190,0,25,1.0,0,330,6.775,0.4,0.7,1.1,1.1,-6.7
01-mar-2022,0,8.2,1,-4.4,1,-8.2,3,0.0,1016.7,8.4,0,18,0,100,0,25,9.8,0,1142,4.000,0.7,1.2,1.9,1.9,-5.6
02-mar-2022,0,8.8,0,5.7,0,0.6,0,5.6,1005.8,11.5,0,18,0,100,0,28,0.0,0,83,5.650,0.6,0.8,0.0,-3.2,-10.0
03-mar-2022,0,9.8,0,3.4,0,2.9,2,0.0,1004.6,7.2,0,12,0,330,0,18,6.6,0,988,7.000,0.9,1.3,0.9,0.9,-8.6
04-mar-2022,0,8.5,1,-1.7,1,-0.6,2,0.0,1013.7,9.9,0,13,0,310,0,20,9.4,0,1186,5.300,1.0,1.6,1.9,1.9,-7.2
05-mar-2022,0,8.0,1,-3.1,1,-5.2,3,0.0,1020.1,8.0,0,14,0,50,0,21,10.0,0,1215,4.100,1.0,1.6,2.9,2.9,-5.8
06-mar-2022,0,8.2,1,-3.9,1,-7.1,3,0.0,1021.2,6.7,0,13,0,90,0,18,8.7,0,1066,4.200,1.0,1.5,3.9,3.9,-4.5
07-mar-2022,0,6.4,0,0.7,1,-5.0,3,0.0,1010.2,11.2,0,18,0,140,0,33,2.1,0,788,4.525,1.1,1.7,5.0,5.0,-3.1
08-mar-2022,0,12.0,0,4.4,0,4.1,0,0.6,995.8,16.5,0,25,0,150,0,39,1.6,0,511,5.125,2.0,2.7,6.3,6.3,-1.6
09-mar-2022,0,9.7,0,3.6,0,5.6,0,15.5,995.3,13.5,0,24,0,170,0,37,0.1,0,305,6.025,0.6,0.9,0.0,-8.7,-10.0
10-mar-2022,0,10.9,0,3.2,0,3.1,0,0.9,996.2,9.5,0,19,0,160,0,28,6.8,0,1170,7.075,1.5,2.1,0.6,0.6,-8.9
11-mar-2022,0,11.9,0,6.4,0,5.3,0,4.3,986.2,10.7,0,18,0,140,0,29,1.7,0,422,7.175,1.1,1.4,0.0,-2.7,-10.0
12-mar-2022,0,9.8,0,4.9,0,4.5,0,8.5,986.6,10.9,0,23,0,150,0,39,3.3,0,747,7.225,1.3,1.8,0.0,-7.2,-10.0
13-mar-2022,0,11.9,0,5.3,0,4.4,0,6.6,989.9,14.6,0,28,0,150,0,44,4.9,0,955,7.700,1.7,2.4,0.0,-4.9,-10.0
14-mar-2022,0,11.2,0,1.4,0,3.2,0,2.2,1007.2,8.4,0,14,0,270,0,25,4.0,0,842,6.350,1.1,1.6,0.0,-1.1,-10.0
15-mar-2022,0,11.4,0,0.2,1,-5.1,2,0.0,1007.9,6.5,0,13,0,210,0,20,2.4,0,821,5.875,1.2,1.7,1.2,1.2,-8.3
16-mar-2022,0,9.5,0,3.6,0,3.6,0,0.3,1010.0,8.0,0,13,0,280,0,19,5.9,0,1125,7.400,1.3,1.9,2.2,2.2,-6.9
17-mar-2022,0,14.2,0,1.6,1,-4.0,0,0.1,1020.0,9.0,0,20,0,270,0,30,6.0,0,1048,6.500,1.7,2.3,3.7,3.7,-5.0
18-mar-2022,0,12.6,1,-1.4,1,-5.9,3,0.0,1028.2,7.0,0,14,0,140,0,20,11.2,0,1547,6.925,1.4,2.1,5.0,5.0,-3.4
19-mar-2022,0,13.9,0,4.1,1,-0.2,3,0.0,1023.4,13.2,0,22,0,110,0,32,10.9,0,1589,8.100,2.3,3.3,7.2,7.2,-0.9
20-mar-2022,0,9.7,0,5.3,0,0.8,0,0.0,1016.4,10.0,0,16,0,150,0,24,8.8,0,1392,8.025,1.7,2.5,8.8,8.8,0.8
21-mar-2022,0,11.9,0,5.8,0,5.7,0,0.0,1013.8,9.0,0,13,0,140,0,20,5.4,0,1159,9.000,1.7,2.3,10.3,10.3,2.5
22-mar-2022,0,15.3,0,3.4,0,4.3,0,0.0,1015.0,8.5,0,14,0,130,0,21,10.7,0,1435,9.550,1.7,2.5,11.9,11.9,4.2
23-mar-2022,0,15.5,0,0.8,1,-3.2,3,0.0,1017.8,5.7,0,10,0,130,0,15,9.7,0,1464,9.275,1.7,2.5,13.5,13.5,6.0
24-mar-2022,0,17.6,0,3.1,1,-0.9,3,0.0,1019.7,3.5,0,8,0,260,0,11,7.5,0,1288,9.950,1.8,2.4,15.0,15.0,7.7
25-mar-2022,0,16.1,0,1.2,0,0.0,3,0.0,1021.7,4.5,0,9,0,90,0,11,8.3,0,1462,11.175,1.6,2.3,16.4,16.4,9.4
26-mar-2022,0,15.5,1,-1.3,1,-4.1,3,0.0,1023.8,4.6,0,10,0,60,0,14,11.3,0,1649,10.225,1.7,2.4,17.8,17.8,11.0
27-mar-2022,0,13.5,0,0.7,1,-2.7,3,0.0,1020.7,5.5,0,10,0,100,0,14,11.6,0,1730,10.250,1.6,2.4,19.2,19.2,12.7
28-mar-2022,0,15.0,1,-0.3,1,-3.8,3,0.0,1012.4,4.0,0,9,0,60,0,15,11.7,0,1728,10.425,1.7,2.4,20.6,20.6,14.3
29-mar-2022,0,12.6,0,3.3,1,-1.8,2,0.0,1003.9,4.3,0,8,0,40,0,13,5.1,0,1028,10.775,1.2,1.7,21.6,21.6,15.4
30-mar-2022,0,7.8,0,1.3,1,-0.8,0,0.8,1001.1,10.2,0,19,0,20,0,27,0.2,0,660,8.750,0.9,1.4,21.3,21.3,15.3
31-mar-2022,0,7.9,1,-1.4,1,-0.2,2,0.0,1007.9,11.8,0,19,0,10,0,27,7.4,0,1526,6.900,1.9,3.0,22.9,22.9,17.1
01-apr-2022,0,8.5,1,-2.5,1,-4.7,0,1.6,1013.3,9.7,0,14,0,350,0,20,6.6,0,1379,6.400,1.3,2.2,22.5,22.5,17.0
02-apr-2022,0,9.3,1,-2.9,0,0.7,0,0.4,1015.4,8.0,0,15,0,30,0,19,5.7,0,1368,7.425,1.4,2.1,23.2,23.2,17.8
03-apr-2022,0,12.5,1,-3.7,1,-7.0,0,1.0,1012.6,9.5,0,18,0,270,0,29,8.4,0,1699,6.925,1.6,2.5,23.4,23.4,18.3
04-apr-2022,0,13.3,0,8.7,0,7.1,0,0.1,1004.3,19.3,0,27,0,280,0,35,0.3,0,863,10.000,1.3,2.2,24.3,24.3,19.4
05-apr-2022,0,12.8,0,8.4,0,7.9,0,2.1,994.6,14.4,0,22,0,270,0,33,0.5,0,946,9.850,1.7,2.6,23.6,23.6,18.8
06-apr-2022,0,11.9,0,6.1,0,5.4,0,2.4,978.0,15.5,0,25,0,250,0,43,5.3,0,1405,8.875,2.1,3.3,22.9,22.9,18.4
07-apr-2022,0,10.7,0,1.1,0,4.3,0,0.1,980.1,18.8,0,30,0,290,0,42,7.4,0,1579,7.875,2.1,3.6,24.5,24.5,20.2
